id,name,item_type,price,vat_rate,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden,category_id
1317,Karfiol             ,K,1.39,10.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',5
1318,Karotka s vňaťou zv.,K,1.69,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',5
1319,Zlaté esíčka šk.220g,K,1.19,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',2
1320,Broskyne ploché     ,K,1.591614906832298,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',51
1321,Cvikla varená 500g  ,K,1.19,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',2
1322,Bev.kozm.vrec.90ks  ,K,1.29,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',62
1323,Orion Koko 35 g     ,K,0.55,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',32
1324,Par. strapcové 300g ,K,1.99,10.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',45
1325,nimm2 žel.jog.100g  ,K,0.99,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',8
1326,Jojo potešenie 90g  ,K,0.89,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',32
1327,Deva klasik 27g+20% ,K,0.3899999999999999,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',2
1328,Orbit Spearm.14g    ,K,0.69,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',2
1329,K.Müsli tyč.marh.30g,K,0.25,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',65
1330,Maoam karam. 110g   ,K,0.95,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',51
1331,K.Müsli tyč.jah30g  ,K,0.25,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',65
1332,Hiubba Bubba jah35g ,K,0.85,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',4
1333,K.Müsli tyč.jablková,K,0.25,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',65
1334,Slovakia Vrúbky 130g,K,2.19,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',31
1335,K.chips sl.vr150g   ,K,1.29,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',31
1336,K. chips soľ 150g   ,K,1.29,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',31
1337,Bev.Baby tyč.72ks   ,K,0.75,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',47
1338,Kubík ovoc.pyré 100g,K,0.75,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',48
1339,Kubík pyré 100g     ,K,0.75,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',48
1340,Zlaté venčeky 150g  ,K,1.09,20.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:14,7,system,b'\x00',32
1341,Kaufland Card       ,Z,-0.24,20.0,2,2,2023-12-07 06:24:10,2023-12-08 00:54:50,7,system,b'\x00',39
1342,Pstruh dúhový       ,K,10.89506172839506,10.0,2,2,2023-12-07 06:24:10,2023-12-07 06:24:15,7,system,b'\x00',39
1343,Zľava s kupónom     ,Z,-1.14,10.0,2,2,2023-12-07 06:24:10,2023-12-08 00:54:50,7,system,b'\x00',39
1344,Farby vodové brilant. anilín. 174 503 pr.22 mm  12 ks,K,6.65,20.0,5,71,2023-12-07 06:24:15,2023-12-07 06:24:15,7,system,b'\x00',72
1345,CORNER Panini so šunkou a syrom 175g,K,3.19,20.0,4,72,2023-12-07 06:24:30,2023-12-07 06:24:30,7,system,b'\x00',31
1346,"SNICKERS Creamy tyčinka 36,5g",K,1.19,20.0,4,72,2023-12-07 06:24:30,2023-12-07 06:24:30,7,system,b'\x00',32
1347,"LIPTON Green li.mäta ľad.čaj 0,5L PET VR",K,1.59,20.0,4,72,2023-12-07 06:24:30,2023-12-07 06:24:30,7,system,b'\x00',1
1348,"Vratný PET obal 0,15EUR",K,0.15,0.0,4,72,2023-12-07 06:24:30,2023-12-07 06:24:30,7,system,b'\x00',2
1349,babylove vlh.utierky sens 2             ,K,2.75,20.0,16,49,2023-12-07 06:25:21,2023-12-07 06:25:22,7,system,b'\x00',47
1350,Domestos pine fresh 750ml               ,K,2.25,20.0,16,49,2023-12-07 06:25:21,2023-12-07 06:25:22,7,system,b'\x00',46
1351,"babylove vlh.utierky sens,1             ",K,0.75,20.0,16,49,2023-12-07 06:25:21,2023-12-07 06:25:22,7,system,b'\x00',47
1352,babylove vlh. utierky                   ,K,0.75,20.0,16,49,2023-12-07 06:25:21,2023-12-07 06:25:22,7,system,b'\x00',47
1353,JAR tablety Platinum lemon              ,K,16.95,20.0,16,49,2023-12-07 06:25:21,2023-12-07 06:25:22,7,system,b'\x00',46
1354,Elmex z.p.sensitive duo                 ,K,7.45,20.0,16,49,2023-12-07 06:25:21,2023-12-07 06:25:22,7,system,b'\x00',74
1355,dmBio kokosový nápoj neslad             ,K,2.95,20.0,16,49,2023-12-07 06:26:29,2023-12-07 06:26:29,7,system,b'\x00',50
1356,Sifo 500g                               ,K,4.25,20.0,16,49,2023-12-07 06:26:29,2023-12-07 06:26:29,7,system,b'\x00',45
1357,S&S TP recy. 3vr.8x200 útrž             ,K,2.95,20.0,16,49,2023-12-07 06:26:29,2023-12-07 06:26:29,7,system,b'\x00',28
1358,S&S hyg.vreck. 30x10ks                  ,K,3.45,20.0,16,49,2023-12-07 06:26:29,2023-12-07 06:26:29,7,system,b'\x00',37
1359,"Nasivin soft aer nao 1x10ml 0,05%",K,6.09,10.0,26,31,2023-12-07 06:26:38,2023-12-07 06:26:38,7,system,b'\x00',2
1360,Paralen 500 tbl 24x500mg,K,2.49,10.0,26,31,2023-12-07 06:26:38,2023-12-07 06:26:38,7,system,b'\x00',8
1361,Ibalgin rapidcaps 400mg cps mol 30,K,7.19,10.0,26,31,2023-12-07 06:26:38,2023-12-07 06:26:38,7,system,b'\x00',35
1362,ZODAC 10 MG 7 TBL,K,5.99,10.0,57,67,2023-12-07 06:26:47,2023-12-07 06:26:47,7,system,b'\x00',8
1363,DR.MAX CARBOMAX 250MG 20TBL,K,2.79,20.0,57,67,2023-12-07 06:26:47,2023-12-07 06:26:47,7,system,b'\x00',57
1364,MAGNET ZETON,K,8.0,20.0,64,73,2023-12-07 06:27:04,2023-12-07 06:27:04,7,system,b'\x00',3
1365,1 FAB klúč,K,2.0,20.0,64,73,2023-12-07 06:27:04,2023-12-07 06:27:04,7,system,b'\x00',33
1366,3 Kľúč skrinkový,K,2.5,20.0,64,73,2023-12-07 06:27:04,2023-12-07 06:27:04,7,system,b'\x00',70
1367,379464Vodové farby  ,K,2.79,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',72
1368,417939 Lepidlá      ,K,2.79,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',2
1369,383573 Perá         ,K,1.99,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',61
1370,404349 De štetce    ,K,3.49,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',45
1371,383586 Súp.na geom  ,K,0.99,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',30
1372,417780 Plastelína   ,K,2.49,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',30
1373,Kofola 2l           ,K,1.59,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',1
1374,Záloh. fľaša plast  ,K,0.15,0.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',20
1375,Pitná voda neper.   ,K,0.29,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',3
1376,Min.voda jem.per.   ,K,0.29,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',3
1377,Bio mlieko 4%       ,K,1.49,10.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',9
1378,Radler Tmavý citr.  ,K,0.99,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',11
1379,Záloh. plechovka    ,K,0.15,0.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',20
1380,Croissant marhuľa   ,K,3.29,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',39
1381,Horalky 50g Retro   ,K,0.49,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',32
1382,Ovs.tyč.-čuč./mal.  ,K,0.35,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',32
1383,Brumík s ml.nápl.   ,K,0.49,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',9
1384,Ov.kapsička-jablko  ,K,0.75,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',50
1385,Ružový donut        ,K,0.44,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',39
1386,Bio banány          ,K,1.691449814126394,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',17
1387,Taštička pizzová    ,K,0.39,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:22,7,system,b'\x00',26
1388,Rožok pľundrový     ,K,0.74,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:23,7,system,b'\x00',41
1389,Taštička med.-mak.  ,K,0.59,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:23,7,system,b'\x00',39
1390,Makový slimák       ,K,0.69,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:23,7,system,b'\x00',39
1391,Taštič. višňa-pud.  ,K,0.54,20.0,3,74,2023-12-07 06:27:22,2023-12-07 06:27:23,7,system,b'\x00',39
1392,Tvarohový slimák    ,K,0.69,20.0,3,74,2023-12-07 06:27:22,2024-06-10 16:50:22,7,system,b'\x00',20
1393,DONTODENT medzizub.kefky                ,K,1.95,20.0,16,49,2023-12-07 06:27:32,2023-12-07 06:27:32,7,system,b'\x00',74
1394,S&S TP 3-vrst. 10x220 útrž              ,K,4.95,20.0,16,49,2023-12-07 06:27:32,2023-12-07 06:27:32,7,system,b'\x00',2
1395,VEGAN Čoko-kokos torta,K,4.2,10.0,25,29,2023-12-07 06:28:03,2023-12-07 06:28:04,7,system,b'\x00',4
1396,VEGAN Jablčník,K,3.9,10.0,25,29,2023-12-07 06:28:03,2023-12-07 06:28:04,7,system,b'\x00',22
1397,"Bexsero meningokoky B (s VK zľava 1,5 % cca 1,4 [(~HEX:1B7410801B7412:~HEX)])",K,91.28,10.0,19,24,2023-12-07 06:28:20,2023-12-07 06:28:20,7,system,b'\x00',2
1398,mor sunka spartakus,K,11.20567375886525,20.0,20,25,2023-12-07 06:28:48,2023-12-07 06:28:48,7,system,b'\x00',33
1399,Hruška Lucas        ,K,1.1933797909407666,10.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',14
1400,Červené jablká      ,K,0.5507246376811594,10.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',17
1401,Pirátske párky      ,K,1.99,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',33
1402,Parenica neúdená    ,K,1.15,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',20
1403,Blue Fou syr        ,K,18.8785046728972,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',20
1404,Závin tvaroh        ,K,1.49,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',20
1405,Mandarínky Satsumas ,K,1.1948051948051948,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',17
1406,Zmes oblátok 400-g  ,K,2.99,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',69
1407,Pocket Coffee       ,K,1.59,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',39
1408,Raffaelo            ,K,0.89,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',19
1409,Neo sušienky        ,K,1.29,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',32
1410,Jablkové lupienky   ,K,0.99,20.0,3,10,2023-12-07 06:29:01,2023-12-07 06:29:01,7,system,b'\x00',31
1411,"Pinot Blanc 0,1l",K,3.1,10.0,65,75,2023-12-07 06:29:16,2023-12-07 06:29:16,7,system,b'\x00',19
1412,"Pinot Noir Rosé 0,1l",K,3.1,10.0,65,75,2023-12-07 06:29:16,2023-12-07 06:29:16,7,system,b'\x00',21
1413,Puncovy rez Szmek,K,2.0,20.0,66,76,2023-12-07 15:03:11,2023-12-07 15:03:28,7,system,b'\x00',39
1414,Kokosova gula Szmek,K,2.0,20.0,66,76,2023-12-07 15:03:11,2023-12-07 15:03:28,7,system,b'\x00',10
1415,Laskonka Szmek,K,2.0,20.0,66,76,2023-12-07 15:03:11,2023-12-07 15:03:28,7,system,b'\x00',39
1416,"Spekacky,zapekacky",K,9.853932584269662,20.0,20,25,2023-12-07 15:06:57,2023-12-07 15:06:57,7,system,b'\x00',33
1417,slanina narez,K,9.51219512195122,20.0,20,25,2023-12-07 15:06:57,2023-12-07 15:06:57,7,system,b'\x00',42
1418,COOP CUK PAS DUHOVE 80g,K,0.89,20.0,22,56,2023-12-07 15:07:06,2023-12-07 15:07:06,7,system,b'\x00',32
1419,COOP KECUP JEMNY P 500g,K,1.53,20.0,22,56,2023-12-07 15:07:06,2023-12-07 15:07:06,7,system,b'\x00',13
1420,CHLIEB TMAVY KR.450g,K,1.49,10.0,22,56,2023-12-07 15:07:06,2023-12-07 15:07:06,7,system,b'\x00',41
1421,Pizza rožky sunka-syr,K,8.2,10.0,69,77,2023-12-07 15:10:44,2023-12-07 15:10:45,7,system,b'\x00',26
1422,"Pilsner čapovaný 0,30l",K,2.5,10.0,69,77,2023-12-07 15:10:44,2023-12-07 15:10:45,7,system,b'\x00',19
1423,"Pilsner čapovaný 0,50l",K,3.2,10.0,69,77,2023-12-07 15:10:44,2023-12-07 15:10:45,7,system,b'\x00',19
1424,Zľava Lidl Plus     ,Z,-1.5,20.0,3,10,2023-12-07 15:12:16,2023-12-08 00:54:50,7,system,b'\x00',49
1425,Broskyne            ,K,2.985074626865672,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:16,7,system,b'\x00',17
1426,Zľava Lidl Plus     ,Z,-1.21,20.0,3,10,2023-12-07 15:12:16,2023-12-08 00:54:50,7,system,b'\x00',49
1427,Slivky              ,K,1.891348088531187,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',23
1428,Zľava Lidl Plus     ,Z,-0.7,20.0,3,10,2023-12-07 15:12:16,2023-12-08 00:54:50,7,system,b'\x00',49
1429,Ov.kapsička-banán   ,K,0.75,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',50
1430,Prací gél Col.Lev.  ,K,13.99,20.0,3,10,2023-12-07 15:12:16,2024-02-08 10:46:13,7,7,b'\x01',68
1431,Bref Color Ak.Chl.  ,K,3.39,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',27
1432,Kuch. obr. box      ,K,1.49,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',39
1433,Kubík Baby a-k      ,K,0.75,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',53
1434,Ov.kapsička-jablko  ,K,0.75,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',50
1435,Bref CA Ocean       ,K,3.39,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',20
1436,Orion Koko          ,K,0.45,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',32
1437,Bryndza             ,K,1.19,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',20
1438,Maslo               ,K,1.29,10.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',12
1439,Zakys.smotana 16%   ,K,0.57,10.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',15
1440,Oravská slanina     ,K,9.90625,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',42
1441,Bio banány          ,K,1.9938650306748469,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',17
1442,Toal. papier recy.  ,K,2.95,20.0,3,10,2023-12-07 15:12:16,2023-12-07 15:12:17,7,system,b'\x00',2
1443,Parkovne,K,2.0,20.0,70,78,2023-12-07 15:12:34,2023-12-07 15:12:34,7,system,b'\x00',33
1444,"Ocel hrebienková 6 mm, tyč 6 m",K,1.95,20.0,49,55,2023-12-07 15:17:47,2023-12-07 15:17:47,7,system,b'\x00',7
1445,STOPKAŠEĽ Medical SIRUP (30+5R) 200+100 (300),K,7.29,20.0,19,24,2023-12-07 15:18:16,2023-12-07 15:18:16,7,system,b'\x00',35
1446,SOUR ,K,3.9,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',6
1447,NACHOS ,K,3.5,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',20
1448,"Bryndzova pomazánka, hrianky ",K,4.9,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',30
1449,DUDÁK SVETLÝ LEŽIAK ,K,2.1,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',5
1450,Bošácka slivovica 52% ,K,3.1,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',19
1451,Kocky sú hodené ,K,4.9,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',17
1452,"Nealko pivo fl 0,5l ",K,2.2,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',11
1453,"Belgické hranolky, 350g, omacka ",K,4.8,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',13
1454,Diplomatico ,K,4.4,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',18
1455,"IPA 0,5l ",K,3.3,10.0,71,79,2023-12-07 15:19:17,2023-12-07 15:19:18,7,system,b'\x00',49
1456,Br.rebro z boku,K,6.501322751322752,10.0,20,25,2023-12-07 15:19:51,2023-12-07 15:19:51,7,system,b'\x00',16
1457,KURACIE REZNE,K,8.195876288659793,10.0,20,25,2023-12-07 15:19:51,2023-12-07 15:19:51,7,system,b'\x00',16
1458,Káva espresso,K,2.2,10.0,72,80,2023-12-07 15:20:44,2023-12-07 15:20:44,7,system,b'\x00',52
1459,Cappuccino,K,2.8,10.0,72,80,2023-12-07 15:20:44,2023-12-07 15:20:44,7,system,b'\x00',52
1460,"Hibiscus 0,33l",K,2.5,10.0,72,80,2023-12-07 15:20:44,2023-12-07 15:20:44,7,system,b'\x00',52
1461,NATURAL 95 ST(2),K,1.5989085948158257,20.0,73,81,2023-12-07 15:21:02,2023-12-07 15:21:02,7,system,b'\x00',71
1462,7days coko. 60g,K,0.9,20.0,73,81,2023-12-07 15:21:02,2023-12-07 15:21:02,7,system,b'\x00',32
1463,obal,K,0.5,10.0,74,82,2023-12-07 15:21:24,2023-12-07 15:21:24,7,system,b'\x00',28
1464,MENU 5,K,8.3,10.0,74,82,2023-12-07 15:21:24,2023-12-07 15:21:24,7,system,b'\x00',6
1465,22C Chrumkavá kačica,K,6.8,10.0,74,82,2023-12-07 15:21:24,2023-12-07 15:21:24,7,system,b'\x00',16
1466,Ryžové rezance BUN,K,2.7,10.0,74,82,2023-12-07 15:21:24,2023-12-07 15:21:24,7,system,b'\x00',43
1467,MENU 4,K,7.6,10.0,74,82,2023-12-07 15:21:24,2023-12-07 15:21:24,7,system,b'\x00',6
1468,obalMENU,K,0.8,20.0,74,82,2023-12-07 15:21:24,2023-12-07 15:21:24,7,system,b'\x00',28
1469,Štrk riečny 0/22,K,22.200000000000003,20.0,38,43,2023-12-07 15:21:42,2023-12-07 15:21:42,7,system,b'\x00',32
1470,"110209 PANINI FIFA 365 2023/24 adren.  
",K,1.59,20.0,10,13,2023-12-07 15:22:08,2023-12-07 15:22:08,7,system,b'\x00',1
1471,S+S recy.vreckovky box 160              ,K,1.45,20.0,16,49,2023-12-07 15:22:39,2024-01-30 09:40:34,7,system,b'\x00',2
1472,S&S hyg.vreckovky 42x 10 ks             ,K,3.95,20.0,16,49,2023-12-07 15:22:39,2023-12-07 15:22:39,7,system,b'\x00',2
1473,S&S TP 3-vrst. 10x220 útrž              ,K,4.25,20.0,16,49,2023-12-07 15:22:39,2024-05-10 10:38:22,7,system,b'\x00',28
1474,Loreal make up                          ,K,15.95,20.0,16,49,2023-12-07 15:22:39,2023-12-07 15:22:39,7,system,b'\x00',20
1475,ebelin gumičky veľké špirál             ,K,3.55,20.0,16,49,2023-12-07 15:22:39,2023-12-07 15:22:39,7,system,b'\x00',19
1476,H&S Derma balzam Soothe 220             ,K,6.45,20.0,16,49,2023-12-07 15:22:39,2023-12-07 15:22:39,7,system,b'\x00',27
1477,"Obal na AJ cvičebnicu, PVC 45,3x28,3cm, priehľadný, 120 mic",K,1.14,20.0,5,83,2023-12-07 15:22:50,2023-12-07 15:22:50,7,system,b'\x00',45
1478,SARDINKY  V TOM OMAC 125G GIANA,K,0.99,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',58
1479,DV HELLO  CUUC 100g JAH,K,0.69,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',8
1480,REZY ZO SLEDOV V RAJ.OMAC. 170g PRETO,K,1.7,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',5
1481,BANANY 1kg,K,2.202127659574468,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',17
1482,DV HELLO CUUC 100g BAN,K,0.69,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',8
1483,MLIEKO PLNOTUCNE BOHE MILK 1l,K,1.49,10.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',9
1484,PUD OLMA 200G,K,0.55,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',2
1485,CHLIE KRAJ. TMAVY 450G KUB-,K,1.74,10.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:02,7,system,b'\x00',41
1486,"RYZA MANYA  0,9KG",K,2.02,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:03,7,system,b'\x00',56
1487,TVAROH  MEKKY OLMA 250g,K,1.3,10.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:03,7,system,b'\x00',20
1488,ZOSIT 511,K,0.19,20.0,37,42,2023-12-07 15:23:02,2023-12-07 15:23:03,7,system,b'\x00',30
1489,Hrášok mrazený 450g bio NAC,K,4.35,20.0,54,84,2023-12-07 15:23:11,2023-12-07 15:23:11,7,system,b'\x00',51
1490,Moothie jablko banán čučoriedka 120g bio M,K,1.6,20.0,54,84,2023-12-07 15:23:11,2023-12-07 15:23:11,7,system,b'\x00',32
1491,Tyčinka s kokosovým krémom 22g bio RAP,K,1.05,20.0,54,84,2023-12-07 15:23:11,2023-12-07 15:23:11,7,system,b'\x00',32
1492,DETSKÁ OBUV TS700 GRIP B,K,10.0,20.0,75,85,2023-12-07 15:24:01,2023-12-07 15:24:01,7,system,b'\x00',2
1493,Ziaja maska Oliva 200ml                 ,K,4.45,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',62
1494,babylove vlh.ut.sens.4x80ks             ,K,4.95,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',47
1495,"babylove jah,jab,musli,1R,1             ",K,0.75,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',50
1496,"babylove BIO jabl.jah,1R,10             ",K,0.75,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',50
1497,"babylove BIO kiwi a banán,1             ",K,0.75,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',17
1498,"babylove čist.utierky 99%,2             ",K,0.95,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',47
1499,"babylove vlhč.utierky, 15ks             ",K,0.75,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',47
1500,"babylove BIO mango,pom.,cer             ",K,0.75,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',47
1501,Mentos žuvačky vitamins 26g             ,K,1.35,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',8
1502,Bear malinové rolky 20g                 ,K,1.15,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',39
1503,Mentos pure watermelon 30g              ,K,1.35,20.0,16,86,2023-12-07 15:24:36,2023-12-07 15:24:36,7,system,b'\x00',32
1504,5904862611518 OBUV MC-XX80,K,26.99,20.0,24,28,2023-12-07 15:24:50,2023-12-07 15:24:50,7,system,b'\x00',2
1505,5904862542003 OBUV CP40-SC2116,K,22.99,20.0,24,28,2023-12-07 15:24:50,2023-12-07 15:24:50,7,system,b'\x00',57
1506,5903698684512 OBUV CI12-2625-26(IV)CH,K,10.49,20.0,24,28,2023-12-07 15:24:50,2023-12-07 15:24:50,7,system,b'\x00',62
1507,"Výkres na kreslenie a rysovanie, A3, 190 g 20 ks",K,4.65,20.0,5,87,2023-12-07 15:25:02,2023-12-07 15:25:03,7,system,b'\x00',18
1508,"Výkres na kreslenie a rysovanie, A4, 190 g 25 ks",K,3.42,20.0,5,87,2023-12-07 15:25:02,2023-12-07 15:25:03,7,system,b'\x00',30
1509,"Papier farebný obyčajný A4, 8 l., 80g",K,1.33,20.0,5,87,2023-12-07 15:25:02,2023-12-07 15:25:03,7,system,b'\x00',45
1510,Paleta maliarska plastová,K,2.28,20.0,5,87,2023-12-07 15:25:02,2023-12-07 15:25:03,7,system,b'\x00',19
1511,"Obal na zošit PVC A6, priehľadný, 120 mic.",K,0.62,20.0,5,87,2023-12-07 15:25:02,2023-12-07 15:25:03,7,system,b'\x00',45
1512,"Obal na AJ cvičebnicu, PVC 45,3x28,3cm, priehľadný, 120 mic",K,1.14,20.0,5,87,2023-12-07 15:25:02,2023-12-07 15:25:03,7,system,b'\x00',45
